sentences,category
Create an event for tomorrow’s meeting.,Random
Set a countdown timer for 10 minutes.,Random
Find the nearest public restroom.,Random
Recommend a podcast about technology.,Random
How do I delete my browsing history?,Random
Enable battery saver mode.,Random
Check the traffic on my way home.,Random
What’s the latest update on climate change?,Random
Show me the top 10 places to visit in Italy.,Random
Schedule a workout session for 5 PM.,Random
Turn off mobile data after 30 minutes.,Random
Open Instagram and show recent posts.,Random
Check if my package has been delivered.,Random
What’s the latest update in the stock market?,Random
Send an invitation for the office party.,Random
Save this document to Google Drive.,Random
Search for the best cameras for vlogging.,Random
Mute notifications for the next hour.,Random
Check my screen time for the day.,Random
Show me recipes for keto diet meals.,Random
Find a study playlist on Spotify.,Random
Set a goal to read 5 books this month.,Random
How do I change my profile picture?,Random
Show me the latest gadgets released.,Random
Recommend some TED Talks on leadership.,Random
Find cheap flights to Singapore.,Random
Open my fitness app and check progress.,Random
How do I protect my phone from viruses?,Random
Set a bedtime reminder for 11 PM.,Random
Download offline maps for New York.,Random
Search for best budget hotels in Goa.,Random
Open my saved articles on Medium.,Random
Check if the football match is live.,Random
Suggest a documentary on mental health.,Random
How do I change the ringtone on my phone?,Random
Show nearby electric vehicle charging stations.,Random
Add spinach and avocados to my grocery list.,Random
Create a backup of my WhatsApp chats.,Random
Turn off silent mode after 1 hour.,Random
Enable location services.,Random
Suggest some home workout exercises.,Random
What are the symptoms of dehydration?,Random
Open the Kindle app and show my books.,Random
Send a meeting invite to the marketing team.,Random
How do I export my contacts?,Random
Check my internet speed.,Random
Tell me a bedtime story.,Random
Open Zoom and start a meeting.,Random
Recommend an audiobook for self-improvement.,Random
Block all unknown callers.,Random
Search for best trekking spots nearby.,Random
Update my emergency contacts.,Random
What are the best vegan protein sources?,Random
Set a countdown for my laundry.,Random
Suggest a weekend getaway.,Random
Open my reminders list.,Random
Show the nearest fuel station.,Random
Suggest alternatives to sugar.,Random
Open Chrome and search for latest news.,Random
Guide me on how to meditate properly.,Random
Check the best-selling novels this year.,Random
Start a voice recording.,Random
Show me my pending tasks for today.,Random
How do I update my LinkedIn profile?,Random
Find public transport options to my office.,Random
Suggest a good skincare routine.,Random
Download a PDF of my train ticket.,Random
Search for trending Twitter hashtags.,Random
Schedule a meeting with the HR team.,Random
Recommend low-carb recipes.,Random
Open Google Maps and find the shortest route.,Random
What are the benefits of intermittent fasting?,Random
Show nearby parks for walking.,Random
How do I change my WhatsApp privacy settings?,Random
Check the current humidity levels.,Random
Open the weather app and show the forecast.,Random
Enable parental controls on YouTube.,Random
Find nearby ATMs with no withdrawal fees.,Random
Search for budget-friendly international trips.,Random
Schedule a haircut appointment.,Random
Add yoga sessions to my daily routine.,Random
Track my package from Amazon.,Random
Download the latest version of WhatsApp.,Random
Set a reminder for a doctor’s appointment.,Random
Suggest healthy breakfast ideas.,Random
Search for best deals on smartphones.,Random
Get my bank statement for last month.,Transaction History
Show me my monthly bank statement.,Transaction History
Can you pull up last month’s bank statement?,Transaction History
I need my bank account statement for the previous month.,Transaction History
Give me the bank statement from last month.,Transaction History
Download my statement for the past month.,Transaction History
Fetch the bank report for last month.,Transaction History
Provide the last month’s bank summary.,Transaction History
Let me see my statement for the previous month.,Transaction History
I want to view my bank activity for the past month.,Transaction History
Check my account's recent activity,Transaction History
Show me my latest account activity.,Transaction History
What’s been happening in my account recently?,Transaction History
Display recent transactions on my account.,Transaction History
Check recent movements in my bank account.,Transaction History
Can you list my latest account transactions?,Transaction History
I want to review my account's latest activity.,Transaction History
Show the most recent operations on my account.,Transaction History
Pull up my recent banking activity.,Transaction History
